Timestamp,Sample,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z
50000,40,0.037842,-0.007446,-0.989990,0.404358,0.457764,-0.114441
51250,41,0.033813,-0.008789,-0.978699,0.137329,0.213623,0.312805
52500,42,0.032349,-0.006897,-0.976013,-0.160217,0.122070,0.205994
53750,43,0.031860,-0.005066,-0.985352,-0.389099,0.221252,0.053406
55000,44,0.034973,-0.007019,-0.993469,-0.473022,0.106812,-0.007629
56250,45,0.035950,-0.003723,-1.010193,-0.602722,0.091553,0.183105
57500,46,0.032959,-0.002869,-1.017456,-0.259399,0.114441,-0.030518
58750,47,0.037170,-0.005127,-1.032654,0.015259,0.076294,-0.076294
60000,48,0.035461,0.000000,-1.036255,0.167847,0.099182,0.038147
61250,49,0.034424,-0.000549,-1.025574,0.320435,0.320435,0.175476
62500,50,0.034729,-0.002625,-1.014160,0.648499,0.312805,0.106812
63750,51,0.040833,-0.003540,-0.993225,0.511169,0.274658,-0.007629
65000,52,0.036987,-0.006470,-0.980225,0.411987,0.450134,-0.129700
66250,53,0.039124,-0.007019,-0.973755,0.480652,0.144958,0.053406
67500,54,0.037109,-0.007812,-0.974060,0.091553,0.144958,0.015259
68750,55,0.038940,-0.006042,-0.985535,-0.083923,0.183105,0.221252
70000,56,0.037231,-0.005310,-0.998230,-0.236511,0.343323,0.083923
71250,57,0.040222,-0.004578,-1.005676,-0.320435,0.205994,-0.045776
72500,58,0.036316,-0.005798,-1.024109,-0.251770,0.076294,0.022888
73750,59,0.036072,-0.002441,-1.017700,-0.175476,0.114441,0.022888
75000,60,0.035095,-0.005310,-1.028503,0.205994,0.091553,0.289917
76250,61,0.037170,-0.005066,-1.018188,0.236511,0.152588,0.114441
77500,62,0.036926,-0.005981,-1.007080,0.274658,0.274658,0.244141
78750,63,0.039673,-0.007935,-1.002258,0.488281,0.259399,-0.083923
80000,64,0.036072,-0.009155,-0.990234,0.366211,0.274658,-0.122070
81250,65,0.038696,-0.012573,-0.987732,0.366211,0.328064,0.000000
82500,66,0.036804,-0.011108,-0.986206,0.198364,0.167847,0.076294
83750,67,0.038086,-0.009033,-0.995300,0.000000,0.289917,0.030518
85000,68,0.038452,-0.011108,-1.001160,-0.076294,0.183105,0.106812
86250,69,0.036621,-0.011841,-1.000244,-0.068665,0.419617,0.076294
87500,70,0.036743,-0.009399,-1.013733,0.022888,0.251770,0.213623
88750,71,0.036621,-0.006836,-1.011719,0.030518,0.312805,0.312805
90000,72,0.037415,-0.008484,-1.010193,0.144958,0.305176,0.244141
91250,73,0.035767,-0.008911,-1.009766,0.114441,0.183105,0.083923
92500,74,0.040100,-0.008789,-1.004333,0.267029,0.106812,0.022888
93750,75,0.034180,-0.010010,-0.999878,0.198364,0.129700,0.160217
95000,76,0.035217,-0.010071,-1.002930,0.450134,0.137329,-0.122070
96250,77,0.036316,-0.012756,-0.997559,0.213623,0.259399,0.061035
97500,78,0.035889,-0.007690,-0.998169,0.160217,0.015259,0.114441
98750,79,0.040039,-0.010315,-0.997803,0.167847,0.259399,0.091553
100000,80,0.039978,-0.010742,-0.996399,0.015259,0.213623,0.144958
101250,81,0.034363,-0.009155,-0.998596,0.015259,0.335693,-0.038147
102500,82,0.033691,-0.006714,-0.999939,0.053406,0.236511,-0.030518
103750,83,0.037842,-0.012024,-1.001587,0.015259,0.167847,0.152588
105000,84,0.038025,-0.010193,-1.007385,-0.038147,0.015259,-0.015259
106250,85,0.033875,-0.007874,-1.012939,0.144958,0.160217,0.213623
107500,86,0.033264,-0.009521,-1.010437,-0.053406,0.267029,0.099182
108750,87,0.030945,-0.010620,-1.008118,0.267029,0.236511,0.137329
110000,88,0.035095,-0.008606,-1.004272,0.144958,0.144958,0.152588
111250,89,0.034729,-0.012268,-0.999573,0.038147,0.205994,0.221252
112500,90,0.035217,-0.012390,-0.996155,0.144958,0.350952,-0.007629
113750,91,0.036072,-0.011780,-0.994324,0.129700,0.221252,0.030518
115000,92,0.036682,-0.014465,-0.996094,0.068665,0.221252,0.236511
116250,93,0.035583,-0.012573,-1.001038,0.129700,0.045776,0.038147
117500,94,0.038940,-0.011780,-0.997742,-0.068665,0.083923,0.152588
118750,95,0.029297,-0.010315,-1.008972,-0.152588,0.083923,-0.129700
120000,96,0.030579,-0.007324,-1.009277,-0.061035,0.198364,0.091553
121250,97,0.036865,-0.008423,-1.008850,-0.068665,0.343323,0.114441
122500,98,0.033142,-0.007324,-1.009705,0.213623,0.213623,0.083923
123750,99,0.035217,-0.009827,-1.008057,0.122070,0.373840,0.038147
125000,100,0.033203,-0.008728,-1.003296,0.106812,0.297546,0.221252
126250,101,0.033752,-0.012451,-1.002319,0.175476,0.251770,-0.038147
127500,102,0.028687,-0.009766,-1.002502,0.137329,0.350952,0.076294
128750,103,0.033264,-0.008057,-1.001526,0.083923,0.183105,0.190735
130000,104,0.037109,-0.009094,-0.996826,0.076294,0.091553,0.030518
131250,105,0.029114,-0.010498,-0.997437,-0.038147,0.312805,-0.045776
132500,106,0.030396,-0.004150,-1.001099,0.045776,0.213623,0.030518
133750,107,0.032959,-0.005981,-1.001648,-0.068665,0.083923,0.190735
135000,108,0.031372,-0.009644,-1.004761,0.091553,0.122070,0.091553
136250,109,0.030579,-0.005920,-1.008057,0.091553,0.106812,-0.007629
137500,110,0.031006,-0.005737,-1.005005,0.083923,0.160217,-0.091553
138750,111,0.031067,-0.007080,-1.004761,0.015259,0.305176,-0.045776
140000,112,0.031616,-0.007690,-1.009338,0.083923,0.160217,0.053406
141250,113,0.031250,-0.002563,-1.005249,0.198364,0.167847,0.259399
142500,114,0.032654,-0.008606,-1.003113,0.038147,0.236511,-0.038147
143750,115,0.032532,-0.006470,-1.001709,0.068665,0.190735,-0.122070
145000,116,0.030884,-0.004089,-0.999634,0.091553,0.244141,0.129700
146250,117,0.032410,-0.007629,-1.000366,0.198364,0.144958,-0.068665
147500,118,0.031311,-0.010193,-0.997742,0.114441,0.267029,-0.091553
148750,119,0.035461,-0.007751,-1.004395,0.099182,0.175476,-0.038147
150000,120,0.031982,-0.006226,-1.005798,0.091553,0.312805,0.053406
151250,121,0.032471,-0.007996,-1.006287,-0.007629,0.282288,0.045776
152500,122,0.033752,-0.002869,-1.003113,0.022888,0.190735,0.091553
153750,123,0.034546,-0.004944,-1.006348,0.061035,0.190735,0.175476
155000,124,0.028809,-0.006409,-1.008240,0.045776,0.282288,0.129700
156250,125,0.034180,-0.004578,-1.005493,0.038147,0.366211,-0.167847
157500,126,0.029236,-0.005798,-1.002991,0.083923,0.160217,-0.038147
158750,127,0.033386,-0.004639,-1.001587,0.205994,0.267029,-0.099182
160000,128,0.033142,-0.004822,-1.000732,0.167847,0.205994,-0.030518
161250,129,0.036560,-0.007568,-1.001160,-0.053406,0.343323,0.167847
162500,130,0.034363,-0.003296,-1.000610,-0.076294,0.175476,-0.144958
163750,131,0.035828,-0.005554,-1.002991,-0.045776,0.152588,0.030518
165000,132,0.034119,-0.004456,-1.002075,-0.061035,0.190735,-0.007629
166250,133,0.034485,-0.008423,-1.003662,0.022888,0.358582,0.152588
167500,134,0.033081,-0.001892,-1.005188,0.007629,0.198364,-0.030518
168750,135,0.035095,-0.003357,-1.002563,0.091553,0.274658,0.061035
170000,136,0.031311,-0.004944,-1.002869,0.038147,0.328064,0.091553
171250,137,0.034424,-0.004883,-0.999878,-0.007629,0.358582,0.022888
172500,138,0.033752,-0.006775,-1.004883,0.129700,0.213623,0.167847
173750,139,0.037476,-0.005005,-1.000122,0.320435,0.122070,0.297546
175000,140,0.031433,-0.003601,-0.997070,0.129700,0.404358,0.030518
176250,141,0.035828,-0.007874,-0.999573,0.190735,0.274658,0.015259
177500,142,0.036499,-0.006409,-1.001709,-0.205994,0.267029,0.061035
178750,143,0.038391,-0.005310,-0.999390,-0.053406,0.175476,0.114441
180000,144,0.036194,-0.004761,-1.001221,0.099182,0.198364,0.061035
181250,145,0.035400,-0.006287,-1.003296,0.106812,0.198364,0.015259
182500,146,0.033752,-0.002869,-1.001892,-0.030518,0.236511,0.137329
183750,147,0.034851,-0.003906,-1.004944,0.175476,0.175476,0.160217
185000,148,0.032593,-0.006226,-1.001099,0.099182,0.167847,0.045776
186250,149,0.037476,-0.005615,-1.008362,0.030518,0.152588,-0.015259
187500,150,0.036438,-0.005920,-1.003723,0.053406,0.144958,0.038147
188750,151,0.034790,-0.007385,-1.005310,-0.022888,0.167847,0.091553
190000,152,0.036743,-0.005859,-0.998230,0.152588,0.267029,0.091553
191250,153,0.035400,-0.005310,-1.003601,0.061035,0.450134,0.099182
192500,154,0.039001,-0.001465,-0.999695,0.030518,0.099182,0.030518
193750,155,0.035950,-0.005371,-0.996826,0.122070,0.320435,0.045776
195000,156,0.039246,-0.008301,-1.004272,0.061035,0.320435,0.167847
196250,157,0.038452,-0.005066,-1.000977,0.030518,0.289917,0.061035
197500,158,0.039062,-0.005493,-1.005798,-0.068665,0.343323,0.053406
198750,159,0.037537,-0.006775,-1.003296,-0.106812,0.152588,0.228882
200000,160,0.040100,-0.004272,-1.000793,-0.183105,0.221252,0.099182
201250,161,0.038757,-0.003296,-1.005432,0.053406,0.183105,0.022888
202500,162,0.040100,-0.005798,-1.003174,0.144958,0.297546,0.061035
203750,163,0.040283,-0.006042,-1.003418,0.106812,0.305176,0.099182
205000,164,0.038635,-0.003235,-1.005188,0.061035,0.312805,-0.068665
206250,165,0.039490,-0.004517,-1.002991,0.267029,0.358582,-0.099182
207500,166,0.037537,-0.009399,-0.999084,0.015259,0.305176,0.144958
208750,167,0.036621,-0.006042,-0.999939,0.137329,0.183105,0.007629
210000,168,0.035278,-0.002808,-1.009399,0.038147,0.129700,0.152588
211250,169,0.037964,-0.007080,-1.001587,0.129700,0.099182,0.213623
212500,170,0.039307,-0.003479,-1.002563,0.106812,0.320435,-0.099182
213750,171,0.036987,-0.003479,-1.002869,0.015259,0.144958,-0.053406
215000,172,0.038757,-0.005859,-1.004333,0.099182,0.083923,-0.053406
216250,173,0.033569,-0.007812,-1.001709,0.007629,-0.061035,0.045776
217500,174,0.033875,-0.008911,-1.004333,0.114441,0.282288,-0.076294
218750,175,0.036987,-0.004028,-1.004150,0.091553,0.228882,0.083923
220000,176,0.037537,-0.008972,-1.005249,0.137329,0.335693,-0.053406
221250,177,0.038574,-0.004272,-1.004761,0.198364,0.152588,0.045776
222500,178,0.036377,-0.006653,-1.004272,-0.053406,0.137329,-0.053406
223750,179,0.035339,-0.005310,-0.996643,0.099182,0.213623,-0.038147
225000,180,0.036377,-0.006775,-1.000732,0.083923,-0.022888,0.068665
226250,181,0.035706,-0.007263,-1.000244,0.061035,0.106812,0.000000
227500,182,0.034607,-0.007019,-1.002441,0.030518,0.259399,0.061035
228750,183,0.035828,-0.004944,-1.003113,0.122070,0.221252,0.137329
230000,184,0.032593,-0.009155,-1.002930,0.000000,0.335693,-0.015259
231250,185,0.035461,-0.012695,-1.003113,-0.045776,0.289917,0.083923
232500,186,0.033936,-0.008179,-1.005554,0.038147,0.228882,0.045776
233750,187,0.035278,-0.007446,-1.001099,-0.015259,0.167847,0.213623
235000,188,0.035522,-0.006042,-1.004272,-0.091553,0.152588,0.015259
236250,189,0.033691,-0.010620,-1.002930,0.076294,0.328064,-0.045776
237500,190,0.033447,-0.006348,-0.999817,0.152588,0.129700,0.160217
238750,191,0.037964,-0.009460,-0.999329,0.167847,0.053406,-0.007629
240000,192,0.033691,-0.004700,-1.003052,0.129700,0.175476,0.015259
241250,193,0.032715,-0.005676,-1.003723,0.091553,0.198364,-0.015259
242500,194,0.034180,-0.009155,-1.002319,-0.076294,0.282288,-0.015259
243750,195,0.032959,-0.010193,-1.004883,0.122070,0.129700,-0.015259
245000,196,0.030945,-0.007507,-1.005920,-0.068665,0.198364,-0.007629
246250,197,0.029602,-0.005371,-1.000549,0.221252,0.114441,0.175476
247500,198,0.033325,-0.006836,-1.001648,0.106812,0.167847,-0.129700
248750,199,0.035461,-0.008789,-1.002075,-0.007629,0.190735,-0.198364
250000,200,0.031372,-0.009399,-1.004700,-0.007629,0.106812,-0.122070
251250,201,0.033020,-0.006775,-1.006348,0.091553,0.267029,0.000000
252500,202,0.033081,-0.006348,-1.001648,0.053406,0.343323,-0.068665
253750,203,0.033630,-0.009705,-1.003296,0.213623,0.160217,0.007629
255000,204,0.034058,-0.010803,-1.002930,0.205994,0.114441,-0.122070
256250,205,0.032532,-0.006958,-1.003296,0.129700,0.335693,-0.129700
257500,206,0.030884,-0.008850,-1.000977,0.122070,0.099182,-0.068665
258750,207,0.029297,-0.007568,-1.007446,0.122070,0.221252,-0.083923
260000,208,0.033264,-0.007874,-1.004639,-0.007629,0.106812,0.030518
261250,209,0.032532,-0.007324,-0.999512,0.053406,0.274658,-0.106812
262500,210,0.034424,-0.007202,-0.998413,0.152588,0.396729,0.022888
263750,211,0.033508,-0.004395,-1.000305,0.045776,0.190735,-0.106812
265000,212,0.030151,-0.008728,-1.006897,0.038147,0.190735,0.114441
266250,213,0.031189,-0.005371,-1.004028,-0.076294,0.335693,0.083923
267500,214,0.032532,-0.005310,-1.002625,0.038147,0.282288,0.038147
268750,215,0.030396,-0.006348,-1.004883,0.068665,0.099182,-0.045776
270000,216,0.032837,-0.008423,-1.002319,-0.045776,0.221252,-0.144958
271250,217,0.032166,-0.006653,-1.002502,-0.030518,0.213623,-0.045776
272500,218,0.029358,-0.008240,-1.002563,0.106812,0.175476,0.076294
273750,219,0.035645,-0.007263,-1.001892,0.053406,0.289917,-0.099182
275000,220,0.029968,-0.007019,-1.005432,0.083923,0.312805,-0.053406
276250,221,0.033020,-0.008118,-1.002075,0.106812,0.236511,-0.007629
277500,222,0.028625,-0.007507,-1.001282,-0.022888,0.099182,0.068665
278750,223,0.033752,-0.006287,-1.004822,0.000000,0.190735,-0.091553
280000,224,0.035095,-0.009827,-1.002686,0.030518,0.114441,-0.068665
281250,225,0.034668,-0.006958,-1.002441,0.061035,0.251770,0.045776
282500,226,0.031860,-0.004883,-1.002686,-0.030518,0.305176,0.129700
283750,227,0.036133,-0.008484,-0.998596,0.030518,0.328064,0.030518
285000,228,0.036926,-0.003601,-1.002258,0.045776,0.343323,0.076294
286250,229,0.033813,-0.004456,-1.002563,0.267029,0.190735,-0.083923
287500,230,0.031494,-0.006775,-1.004333,0.083923,0.289917,-0.251770
288750,231,0.036255,-0.008057,-0.998962,-0.053406,0.358582,0.030518
290000,232,0.036255,-0.006042,-1.000977,-0.015259,0.335693,-0.122070
291250,233,0.036011,-0.008362,-1.000549,0.183105,0.167847,-0.022888
292500,234,0.036682,-0.005493,-1.002014,0.091553,0.129700,-0.114441
293750,235,0.038147,-0.004883,-1.003418,-0.061035,0.244141,0.297546
295000,236,0.035156,-0.004333,-1.003052,0.007629,0.457764,0.175476
296250,237,0.033630,-0.006409,-1.003418,0.015259,0.236511,-0.061035
297500,238,0.034119,-0.007263,-1.005005,-0.030518,0.007629,-0.015259
298750,239,0.036011,-0.003052,-1.002136,0.007629,0.320435,0.007629
300000,240,0.037048,-0.006775,-1.003296,0.091553,0.183105,0.015259
301250,241,0.038696,-0.002502,-1.004272,0.099182,0.076294,0.030518
302500,242,0.036438,-0.007568,-1.002014,0.198364,0.305176,0.007629
303750,243,0.032471,-0.004822,-0.998535,0.091553,0.175476,0.091553
305000,244,0.038574,-0.004761,-1.000977,-0.091553,0.221252,-0.053406
306250,245,0.035583,-0.006104,-1.005737,0.160217,0.267029,0.099182
307500,246,0.032776,-0.006226,-1.002563,0.114441,0.267029,0.083923
308750,247,0.038574,-0.006409,-1.002747,0.114441,0.228882,0.083923
310000,248,0.033875,-0.005981,-1.004395,0.129700,0.419617,-0.129700
311250,249,0.036621,-0.005676,-1.001343,-0.083923,0.312805,-0.038147
312500,250,0.039185,-0.004150,-1.002808,0.213623,0.167847,0.022888
313750,251,0.036621,-0.004517,-1.006470,0.099182,0.190735,0.045776
315000,252,0.036194,-0.004822,-1.006714,0.114441,0.175476,-0.007629
316250,253,0.037048,-0.005737,-1.006714,0.099182,0.114441,-0.045776
317500,254,0.033813,-0.008057,-1.005066,-0.007629,0.267029,-0.053406
318750,255,0.037048,-0.005859,-1.004578,0.015259,0.190735,-0.022888
320000,256,0.037354,-0.005676,-1.002075,0.099182,0.198364,0.129700
321250,257,0.033203,-0.006836,-1.001221,0.160217,0.144958,0.137329
322500,258,0.037170,-0.007080,-1.001953,0.076294,0.350952,-0.015259
323750,259,0.038696,-0.004456,-1.002075,0.045776,0.259399,-0.038147
325000,260,0.040649,-0.005493,-1.004822,0.000000,0.343323,0.099182
326250,261,0.035767,-0.006958,-0.999878,-0.091553,0.137329,-0.137329
327500,262,0.039917,-0.009949,-1.001221,-0.030518,0.167847,-0.061035
328750,263,0.037476,-0.006653,-1.001831,0.099182,-0.061035,-0.228882
330000,264,0.038391,-0.005066,-1.003357,-0.022888,0.137329,0.167847
331250,265,0.039795,-0.010498,-1.003601,0.190735,0.312805,-0.129700
332500,266,0.036804,-0.007935,-1.002258,0.114441,0.213623,-0.061035
333750,267,0.037720,-0.009399,-1.002991,0.038147,0.419617,0.099182
335000,268,0.034973,-0.009277,-0.999451,0.022888,0.183105,-0.076294
336250,269,0.035217,-0.004578,-1.006653,0.061035,0.022888,0.053406
337500,270,0.037231,-0.004517,-1.000732,0.167847,0.236511,-0.007629
338750,271,0.037109,-0.003723,-1.001038,-0.007629,0.183105,-0.122070
340000,272,0.035828,-0.003845,-1.002075,0.038147,0.106812,0.076294
341250,273,0.033630,-0.009033,-0.998779,-0.015259,0.236511,0.175476
342500,274,0.037720,-0.007935,-1.004333,0.160217,0.129700,-0.144958
343750,275,0.038208,-0.005676,-1.000000,0.061035,0.312805,-0.022888
345000,276,0.036011,-0.006897,-0.999573,0.297546,0.213623,-0.114441
346250,277,0.037903,-0.007019,-1.009277,0.274658,0.244141,-0.114441
347500,278,0.037048,-0.003723,-1.001404,0.129700,0.122070,0.015259
348750,279,0.036499,-0.004272,-1.000793,0.083923,0.305176,0.038147
350000,280,0.036255,-0.005859,-1.005676,0.030518,0.411987,-0.038147
351250,281,0.033264,-0.005005,-0.999268,-0.038147,0.076294,0.038147
352500,282,0.037231,-0.006592,-1.000061,0.007629,0.259399,0.198364
353750,283,0.037537,-0.006531,-1.000305,-0.030518,0.236511,-0.053406
355000,284,0.034302,-0.002869,-1.002197,0.061035,0.152588,-0.038147
356250,285,0.032166,-0.006958,-1.006226,-0.015259,0.198364,0.091553
357500,286,0.035095,-0.006042,-0.999939,0.122070,0.320435,-0.022888
358750,287,0.038452,-0.006104,-1.003906,0.068665,0.167847,-0.160217
360000,288,0.036560,-0.004822,-1.001526,0.221252,0.099182,0.144958
361250,289,0.037537,-0.003723,-1.005005,0.007629,0.282288,0.137329
362500,290,0.035339,-0.007690,-1.000916,0.068665,0.396729,0.137329
363750,291,0.035950,-0.007690,-0.997559,0.183105,0.350952,0.015259
365000,292,0.032349,-0.007874,-1.001038,0.038147,0.053406,-0.083923
366250,293,0.035522,-0.005615,-1.000488,0.038147,0.137329,0.015259
367500,294,0.033813,-0.008850,-1.004700,0.106812,0.205994,-0.038147
368750,295,0.035950,-0.004944,-1.002869,0.160217,0.267029,0.038147
370000,296,0.034119,-0.007874,-1.001465,0.000000,0.274658,0.030518
371250,297,0.035400,-0.009705,-1.001831,0.137329,0.175476,-0.061035
372500,298,0.036926,-0.003601,-1.005249,-0.030518,0.244141,0.068665
373750,299,0.035400,-0.004272,-1.000244,0.198364,0.236511,0.007629
375000,300,0.033264,-0.006592,-1.002075,0.045776,0.465393,0.061035
376250,301,0.032959,-0.003113,-1.008789,0.190735,0.267029,0.030518
377500,302,0.034302,-0.004211,-1.003906,0.022888,0.183105,0.274658
378750,303,0.035706,-0.004700,-1.000977,0.198364,0.114441,-0.183105
380000,304,0.036194,-0.006287,-1.002502,0.091553,0.167847,0.152588
381250,305,0.034424,-0.009705,-0.998413,0.122070,0.083923,0.061035
382500,306,0.034607,-0.009888,-1.000549,0.061035,0.228882,-0.129700
383750,307,0.035767,-0.006165,-1.006836,0.144958,0.144958,0.083923
385000,308,0.036621,-0.008606,-1.003845,-0.061035,0.076294,0.129700
386250,309,0.034424,-0.006531,-1.004395,-0.083923,0.175476,-0.259399
387500,310,0.033325,-0.002747,-0.998657,0.228882,0.114441,-0.274658
388750,311,0.034607,-0.007812,-0.999939,0.114441,0.114441,0.022888
390000,312,0.034546,-0.007446,-1.004333,0.267029,0.251770,0.122070
391250,313,0.029602,-0.006592,-1.003174,-0.030518,0.228882,-0.091553
392500,314,0.035645,-0.007690,-1.004089,-0.022888,0.389099,0.030518
393750,315,0.033997,-0.011536,-1.005066,0.152588,0.190735,-0.144958
395000,316,0.033203,-0.005371,-1.002441,0.167847,0.335693,0.267029
396250,317,0.034302,-0.009460,-1.001221,0.106812,0.152588,-0.053406
397500,318,0.033447,-0.012817,-1.003784,0.076294,0.205994,-0.007629
398750,319,0.036072,-0.006958,-1.003296,0.030518,0.144958,0.030518
400000,320,0.035034,-0.007080,-1.005859,0.244141,0.198364,0.129700
401250,321,0.032288,-0.007446,-1.001038,0.137329,0.274658,0.091553
402500,322,0.034607,-0.010071,-0.999451,0.335693,0.045776,0.122070
403750,323,0.038696,-0.007507,-1.000488,-0.083923,0.389099,0.152588
405000,324,0.035706,-0.009033,-1.003845,0.198364,0.297546,-0.091553
406250,325,0.031860,-0.006653,-1.000549,0.091553,0.312805,0.221252
407500,326,0.037354,-0.009888,-1.004944,0.183105,0.022888,0.091553
408750,327,0.035034,-0.009766,-1.002747,0.129700,0.205994,0.114441
410000,328,0.033386,-0.004822,-1.000488,0.061035,0.274658,0.030518
411250,329,0.031372,-0.008362,-1.000366,0.106812,0.411987,0.152588
412500,330,0.034363,-0.007568,-1.002869,0.061035,0.305176,-0.015259
413750,331,0.033813,-0.005981,-1.006653,0.190735,0.083923,-0.038147
415000,332,0.034485,-0.009399,-1.001648,0.030518,0.106812,0.129700
416250,333,0.035767,-0.009155,-1.002136,0.137329,0.160217,-0.038147
417500,334,0.032654,-0.006836,-1.002930,0.022888,0.251770,-0.076294
418750,335,0.035767,-0.011169,-1.002930,0.114441,0.205994,0.068665
420000,336,0.033325,-0.010742,-0.999634,0.091553,0.114441,-0.099182
421250,337,0.034668,-0.010803,-1.004944,0.007629,0.144958,-0.015259
422500,338,0.036682,-0.007507,-1.003540,-0.106812,0.389099,-0.175476
423750,339,0.034790,-0.009827,-1.003357,0.076294,0.228882,-0.114441
425000,340,0.033508,-0.010193,-1.003296,0.221252,0.213623,-0.007629
426250,341,0.033569,-0.013062,-1.004272,0.038147,0.320435,-0.175476
427500,342,0.038147,-0.008972,-1.001221,0.038147,0.312805,0.076294
428750,343,0.034790,-0.005615,-1.001770,0.091553,0.282288,0.000000
430000,344,0.034302,-0.009155,-1.004333,0.160217,0.190735,-0.068665
431250,345,0.035889,-0.010437,-1.004578,-0.007629,0.320435,0.015259
432500,346,0.035095,-0.012756,-1.001770,0.068665,0.267029,0.244141
433750,347,0.037964,-0.006470,-1.004333,-0.030518,0.358582,0.221252
435000,348,0.036804,-0.008972,-1.006042,0.083923,0.267029,0.076294
436250,349,0.036438,-0.004761,-1.003479,0.213623,0.198364,0.045776
437500,350,0.031799,-0.007019,-1.006287,0.091553,0.022888,0.198364
438750,351,0.036316,-0.009277,-1.003113,0.030518,0.152588,-0.015259
440000,352,0.037781,-0.007141,-0.999146,0.137329,0.091553,-0.114441
441250,353,0.038269,-0.005798,-1.002258,-0.053406,-0.068665,-0.076294
442500,354,0.040100,-0.007690,-1.002869,0.122070,0.144958,0.144958
443750,355,0.037781,-0.007996,-0.997620,0.106812,0.259399,-0.167847
445000,356,0.034058,-0.008484,-1.001343,0.045776,0.267029,0.038147
446250,357,0.031982,-0.008118,-1.003052,0.259399,0.190735,0.053406
447500,358,0.036194,-0.008606,-1.001648,0.000000,0.091553,0.091553
448750,359,0.035645,-0.007324,-0.997559,0.015259,0.221252,0.106812
450000,360,0.038818,-0.008179,-1.007751,0.015259,0.106812,0.030518
451250,361,0.037720,-0.006165,-1.001831,-0.137329,0.381470,0.045776
452500,362,0.036255,-0.004822,-1.002136,0.190735,0.190735,-0.053406
453750,363,0.035034,-0.006958,-1.000305,0.045776,0.274658,0.068665
455000,364,0.038879,-0.006836,-0.999817,0.007629,0.122070,-0.091553
456250,365,0.038147,-0.003540,-1.004333,0.083923,0.030518,0.091553
457500,366,0.036072,-0.004028,-1.003906,0.030518,0.221252,0.152588
458750,367,0.038940,-0.006653,-1.000366,0.274658,0.083923,0.030518
460000,368,0.036804,-0.005493,-1.000000,0.091553,0.236511,0.091553
